Attack,Defense,HP,ID,Image,Name,Sp_Atk,Sp_Def,Speed,Total,Type
96,51,82,0931,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue.png,Squawkabilly,45,51,92,417,Ghost
96,51,82,0931,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow.png,Squawkabilly,45,51,92,417,Fire
96,51,82,0931,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white.png,Squawkabilly,45,51,92,417,Dragon
55,75,55,0932,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png,Nacli,35,35,25,280,Dragon
60,100,60,0933,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png,Naclstack,35,65,35,355,Dragon
100,130,100,0934,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png,Garganacl,45,90,35,500,Ice
50,40,40,0935,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png,Charcadet,50,40,35,255,Ice
60,100,85,0936,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png,Armarouge,125,80,75,525,Ice
125,80,75,0937,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png,Ceruledge,60,100,85,525,Bug
31,41,61,0938,https://img.pokemondb.net/sprites/scarlet-violet/icon/tadbulb.png,Tadbulb,59,35,45,272,Bug
64,91,109,0939,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellibolt.png,Bellibolt,103,83,45,495,Ground
40,35,40,0940,https://img.pokemondb.net/sprites/scarlet-violet/icon/wattrel.png,Wattrel,55,40,70,280,Electric
70,60,70,0941,https://img.pokemondb.net/sprites/scarlet-violet/icon/kilowattrel.png,Kilowattrel,105,60,125,490,Ground
78,60,60,0942,https://img.pokemondb.net/sprites/scarlet-violet/icon/maschiff.png,Maschiff,40,51,51,340,Steel
120,90,80,0943,https://img.pokemondb.net/sprites/scarlet-violet/icon/mabosstiff.png,Mabosstiff,60,70,85,505,Fighting
65,35,40,0944,https://img.pokemondb.net/sprites/scarlet-violet/icon/shroodle.png,Shroodle,40,35,75,290,Fighting
95,65,63,0945,https://img.pokemondb.net/sprites/scarlet-violet/icon/grafaiai.png,Grafaiai,80,72,110,485,Dragon
65,30,40,0946,https://img.pokemondb.net/sprites/scarlet-violet/icon/bramblin.png,Bramblin,45,35,60,275,Ground
115,70,55,0947,https://img.pokemondb.net/sprites/scarlet-violet/icon/brambleghast.png,Brambleghast,80,70,90,480,Ghost
40,35,40,0948,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscool.png,Toedscool,50,100,70,335,Ground
70,65,80,0949,https://img.pokemondb.net/sprites/scarlet-violet/icon/toedscruel.png,Toedscruel,80,120,100,515,Ghost
100,115,70,0950,https://img.pokemondb.net/sprites/scarlet-violet/icon/klawf.png,Klawf,35,55,75,450,Dark
62,40,50,0951,https://img.pokemondb.net/sprites/scarlet-violet/icon/capsakid.png,Capsakid,62,40,50,304,Steel
108,65,65,0952,https://img.pokemondb.net/sprites/scarlet-violet/icon/scovillain.png,Scovillain,108,65,75,486,Dark
50,60,41,0953,https://img.pokemondb.net/sprites/scarlet-violet/icon/rellor.png,Rellor,31,58,30,270,Steel
50,85,75,0954,https://img.pokemondb.net/sprites/scarlet-violet/icon/rabsca.png,Rabsca,115,100,45,470,Normal
35,30,30,0955,https://img.pokemondb.net/sprites/scarlet-violet/icon/flittle.png,Flittle,55,30,75,255,Normal
60,60,95,0956,https://img.pokemondb.net/sprites/scarlet-violet/icon/espathra.png,Espathra,101,60,105,481,Flying
45,45,50,0957,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatink.png,Tinkatink,35,64,58,297,Normal
55,55,65,0958,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkatuff.png,Tinkatuff,45,82,78,380,Flying
75,77,85,0959,https://img.pokemondb.net/sprites/scarlet-violet/icon/tinkaton.png,Tinkaton,70,105,94,506,Psychic
55,25,10,0960,https://img.pokemondb.net/sprites/scarlet-violet/icon/wiglett.png,Wiglett,35,25,95,245,Flying
100,50,35,0961,https://img.pokemondb.net/sprites/scarlet-violet/icon/wugtrio.png,Wugtrio,50,70,120,425,Dark
103,85,70,0962,https://img.pokemondb.net/sprites/scarlet-violet/icon/bombirdier.png,Bombirdier,60,85,82,485,Flying
45,40,70,0963,https://img.pokemondb.net/sprites/scarlet-violet/icon/finizen.png,Finizen,45,40,75,315,Dark
70,72,100,0964,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-zero.png,Palafin,53,62,100,457,Flying
160,97,100,0964,https://img.pokemondb.net/sprites/scarlet-violet/icon/palafin-hero.png,Palafin,106,87,100,650,Fire
70,63,45,0965,https://img.pokemondb.net/sprites/scarlet-violet/icon/varoom.png,Varoom,30,45,47,300,Bug
119,90,80,0966,https://img.pokemondb.net/sprites/scarlet-violet/icon/revavroom.png,Revavroom,54,67,90,500,Steel
95,65,70,0967,https://img.pokemondb.net/sprites/scarlet-violet/icon/cyclizar.png,Cyclizar,85,65,121,501,Dark
85,145,70,0968,https://img.pokemondb.net/sprites/scarlet-violet/icon/orthworm.png,Orthworm,60,55,65,480,Dragon
35,42,48,0969,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmet.png,Glimmet,105,60,60,350,Dark
55,90,83,0970,https://img.pokemondb.net/sprites/scarlet-violet/icon/glimmora.png,Glimmora,130,81,86,525,Dragon
61,60,50,0971,https://img.pokemondb.net/sprites/scarlet-violet/icon/greavard.png,Greavard,30,55,34,290,Dark
101,100,72,0972,https://img.pokemondb.net/sprites/scarlet-violet/icon/houndstone.png,Houndstone,50,97,68,488,Dragon
115,74,82,0973,https://img.pokemondb.net/sprites/scarlet-violet/icon/flamigo.png,Flamigo,75,64,90,500,Bug
68,45,108,0974,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetoddle.png,Cetoddle,30,40,43,334,Fire
113,65,170,0975,https://img.pokemondb.net/sprites/scarlet-violet/icon/cetitan.png,Cetitan,45,55,73,521,Bug
102,73,90,0976,https://img.pokemondb.net/sprites/scarlet-violet/icon/veluza.png,Veluza,78,65,70,478,Fire
100,115,150,0977,https://img.pokemondb.net/sprites/scarlet-violet/icon/dondozo.png,Dondozo,65,65,35,530,Steel
50,60,68,0978,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-curly.png,Tatsugiri,120,95,82,475,Fighting
50,60,68,0978,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-droopy.png,Tatsugiri,120,95,82,475,Rock
50,60,68,0978,https://img.pokemondb.net/sprites/scarlet-violet/icon/tatsugiri-stretchy.png,Tatsugiri,120,95,82,475,Fighting
115,80,110,0979,https://img.pokemondb.net/sprites/scarlet-violet/icon/annihilape.png,Annihilape,50,90,90,535,Grass
75,60,130,0980,https://img.pokemondb.net/sprites/scarlet-violet/icon/clodsire.png,Clodsire,45,100,20,430,Fighting
90,70,120,0981,https://img.pokemondb.net/sprites/scarlet-violet/icon/farigiraf.png,Farigiraf,110,70,60,520,Flying
100,80,125,0982,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-two-segment.png,Dudunsparce,85,75,55,520,Flying
100,80,125,0982,https://img.pokemondb.net/sprites/scarlet-violet/icon/dudunsparce-three-segment.png,Dudunsparce,85,75,55,520,Electric
135,120,100,0983,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingambit.png,Kingambit,60,85,50,550,Flying
131,131,115,0984,https://img.pokemondb.net/sprites/scarlet-violet/icon/great-tusk.png,Great Tusk,53,53,87,570,Electric
65,99,115,0985,https://img.pokemondb.net/sprites/scarlet-violet/icon/scream-tail.png,Scream Tail,65,115,111,570,Flying
127,99,111,0986,https://img.pokemondb.net/sprites/scarlet-violet/icon/brute-bonnet.png,Brute Bonnet,79,99,55,570,Dragon
55,55,55,0987,https://img.pokemondb.net/sprites/scarlet-violet/icon/flutter-mane.png,Flutter Mane,135,135,135,570,Fire
135,79,85,0988,https://img.pokemondb.net/sprites/scarlet-violet/icon/slither-wing.png,Slither Wing,85,105,81,570,Dragon
81,97,85,0989,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandy-shocks.png,Sandy Shocks,121,85,101,570,Electric
112,120,90,0990,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-treads.png,Iron Treads,72,70,106,570,Ground
80,114,56,0991,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-bundle.png,Iron Bundle,124,60,136,570,Flying
140,108,154,0992,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-hands.png,Iron Hands,50,68,50,570,Ground
80,86,94,0993,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-jugulis.png,Iron Jugulis,122,80,108,570,Flying
70,60,80,0994,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-moth.png,Iron Moth,140,110,110,570,Dragon
134,110,100,0995,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-thorns.png,Iron Thorns,70,84,72,570,Ice
75,45,65,0996,https://img.pokemondb.net/sprites/scarlet-violet/icon/frigibax.png,Frigibax,35,45,55,320,Dragon
95,66,90,0997,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctibax.png,Arctibax,45,65,62,423,Ice
145,92,115,0998,https://img.pokemondb.net/sprites/scarlet-violet/icon/baxcalibur.png,Baxcalibur,75,86,87,600,Dragon
30,70,45,0999,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-chest.png,Gimmighoul,75,70,10,300,Ice
30,25,45,0999,https://img.pokemondb.net/sprites/scarlet-violet/icon/gimmighoul-roaming.png,Gimmighoul,75,45,80,300,Water
60,95,87,1000,https://img.pokemondb.net/sprites/scarlet-violet/icon/gholdengo.png,Gholdengo,133,91,84,550,Fighting
85,100,85,1001,https://img.pokemondb.net/sprites/scarlet-violet/icon/wo-chien.png,Wo-Chien,95,135,70,570,Water
120,80,80,1002,https://img.pokemondb.net/sprites/scarlet-violet/icon/chien-pao.png,Chien-Pao,90,65,135,570,Fighting
110,125,155,1003,https://img.pokemondb.net/sprites/scarlet-violet/icon/ting-lu.png,Ting-Lu,55,80,45,570,Normal
80,80,55,1004,https://img.pokemondb.net/sprites/scarlet-violet/icon/chi-yu.png,Chi-Yu,135,120,100,570,Psychic
139,71,105,1005,https://img.pokemondb.net/sprites/scarlet-violet/icon/roaring-moon.png,Roaring Moon,55,101,119,590,Normal
130,90,74,1006,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-valiant.png,Iron Valiant,120,60,116,590,Fighting
135,115,100,1007,https://img.pokemondb.net/sprites/scarlet-violet/icon/koraidon.png,Koraidon,85,100,135,670,Bug
85,100,100,1008,https://img.pokemondb.net/sprites/scarlet-violet/icon/miraidon.png,Miraidon,135,115,135,670,Steel
83,91,99,1009,https://img.pokemondb.net/sprites/scarlet-violet/icon/walking-wake.png,Walking Wake,125,83,109,590,Grass
130,88,90,1010,https://img.pokemondb.net/sprites/scarlet-violet/icon/iron-leaves.png,Iron Leaves,70,108,104,590,Grass
Attack,Defense,HP,ID,Image,Name,Sp_Atk,Sp_Def,Speed,Total,Type
49,49,45,0001,https://img.pokemondb.net/sprites/sword-shield/icon/bulbasaur.png,Bulbasaur,65,65,45,318,Grass
62,63,60,0002,https://img.pokemondb.net/sprites/sword-shield/icon/ivysaur.png,Ivysaur,80,80,60,405,Poison
82,83,80,0003,https://img.pokemondb.net/sprites/sword-shield/icon/venusaur.png,Venusaur,100,100,80,525,Grass
100,123,80,0003,https://img.pokemondb.net/sprites/sword-shield/icon/venusaur-mega.png,Venusaur,122,120,80,625,Poison
52,43,39,0004,https://img.pokemondb.net/sprites/sword-shield/icon/charmander.png,Charmander,60,50,65,309,Grass
64,58,58,0005,https://img.pokemondb.net/sprites/sword-shield/icon/charmeleon.png,Charmeleon,80,65,80,405,Poison
84,78,78,0006,https://img.pokemondb.net/sprites/sword-shield/icon/charizard.png,Charizard,109,85,100,534,Grass
130,111,78,0006,https://img.pokemondb.net/sprites/sword-shield/icon/charizard-mega-x.png,Charizard,130,85,100,634,Poison
104,78,78,0006,https://img.pokemondb.net/sprites/sword-shield/icon/charizard-mega-y.png,Charizard,159,115,100,634,Fire
48,65,44,0007,https://img.pokemondb.net/sprites/sword-shield/icon/squirtle.png,Squirtle,50,64,43,314,Fire
63,80,59,0008,https://img.pokemondb.net/sprites/sword-shield/icon/wartortle.png,Wartortle,65,80,58,405,Fire
83,100,79,0009,https://img.pokemondb.net/sprites/sword-shield/icon/blastoise.png,Blastoise,85,105,78,530,Flying
103,120,79,0009,https://img.pokemondb.net/sprites/sword-shield/icon/blastoise-mega.png,Blastoise,135,115,78,630,Fire
30,35,45,0010,https://img.pokemondb.net/sprites/sword-shield/icon/caterpie.png,Caterpie,20,20,45,195,Dragon
20,55,50,0011,https://img.pokemondb.net/sprites/sword-shield/icon/metapod.png,Metapod,25,25,30,205,Fire
45,50,60,0012,https://img.pokemondb.net/sprites/sword-shield/icon/butterfree.png,Butterfree,90,80,70,395,Flying
35,30,40,0013,https://img.pokemondb.net/sprites/sword-shield/icon/weedle.png,Weedle,20,20,50,195,Water
25,50,45,0014,https://img.pokemondb.net/sprites/sword-shield/icon/kakuna.png,Kakuna,25,25,35,205,Water
90,40,65,0015,https://img.pokemondb.net/sprites/sword-shield/icon/beedrill.png,Beedrill,45,80,75,395,Water
150,40,65,0015,https://img.pokemondb.net/sprites/sword-shield/icon/beedrill-mega.png,Beedrill,15,80,145,495,Water
45,40,40,0016,https://img.pokemondb.net/sprites/sword-shield/icon/pidgey.png,Pidgey,35,35,56,251,Bug
60,55,63,0017,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeotto.png,Pidgeotto,50,50,71,349,Bug
80,75,83,0018,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeot.png,Pidgeot,70,70,101,479,Bug
80,80,83,0018,https://img.pokemondb.net/sprites/sword-shield/icon/pidgeot-mega.png,Pidgeot,135,80,121,579,Flying
56,35,30,0019,https://img.pokemondb.net/sprites/sword-shield/icon/rattata.png,Rattata,25,35,72,253,Bug
56,35,30,0019,https://img.pokemondb.net/sprites/sword-shield/icon/rattata-alolan.png,Rattata,25,35,72,253,Poison
81,60,55,0020,https://img.pokemondb.net/sprites/sword-shield/icon/raticate.png,Raticate,50,70,97,413,Bug
71,70,75,0020,https://img.pokemondb.net/sprites/sword-shield/icon/raticate-alolan.png,Raticate,40,80,77,413,Poison
60,30,40,0021,https://img.pokemondb.net/sprites/sword-shield/icon/spearow.png,Spearow,31,31,70,262,Bug
90,65,65,0022,https://img.pokemondb.net/sprites/sword-shield/icon/fearow.png,Fearow,61,61,100,442,Poison
60,44,35,0023,https://img.pokemondb.net/sprites/sword-shield/icon/ekans.png,Ekans,40,54,55,288,Bug
95,69,60,0024,https://img.pokemondb.net/sprites/sword-shield/icon/arbok.png,Arbok,65,79,80,448,Poison
55,40,35,0025,https://img.pokemondb.net/sprites/sword-shield/icon/pikachu.png,Pikachu,50,50,90,320,Normal
80,50,45,0025,https://img.pokemondb.net/sprites/sword-shield/icon/pikachu-lets-go.png,Pikachu,75,60,120,430,Flying
90,55,60,0026,https://img.pokemondb.net/sprites/sword-shield/icon/raichu.png,Raichu,90,80,110,485,Normal
85,50,60,0026,https://img.pokemondb.net/sprites/sword-shield/icon/raichu-alolan.png,Raichu,95,85,110,485,Flying
75,85,50,0027,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew.png,Sandshrew,20,30,40,300,Normal
75,90,50,0027,https://img.pokemondb.net/sprites/sword-shield/icon/sandshrew-alolan.png,Sandshrew,10,35,40,300,Flying
100,110,75,0028,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash.png,Sandslash,45,55,65,450,Normal
100,120,75,0028,https://img.pokemondb.net/sprites/sword-shield/icon/sandslash-alolan.png,Sandslash,25,65,65,450,Flying
47,52,55,0029,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-f.png,Nidoran♀,40,40,41,275,Normal
62,67,70,0030,https://img.pokemondb.net/sprites/sword-shield/icon/nidorina.png,Nidorina,55,55,56,365,Dark
92,87,90,0031,https://img.pokemondb.net/sprites/sword-shield/icon/nidoqueen.png,Nidoqueen,75,85,76,505,Normal
57,40,46,0032,https://img.pokemondb.net/sprites/sword-shield/icon/nidoran-m.png,Nidoran♂,40,40,50,273,Normal
72,57,61,0033,https://img.pokemondb.net/sprites/sword-shield/icon/nidorino.png,Nidorino,55,55,65,365,Dark
102,77,81,0034,https://img.pokemondb.net/sprites/sword-shield/icon/nidoking.png,Nidoking,85,75,85,505,Normal
45,48,70,0035,https://img.pokemondb.net/sprites/sword-shield/icon/clefairy.png,Clefairy,60,65,35,323,Normal
70,73,95,0036,https://img.pokemondb.net/sprites/sword-shield/icon/clefable.png,Clefable,95,90,60,483,Flying
41,40,38,0037,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix.png,Vulpix,50,65,65,299,Normal
41,40,38,0037,https://img.pokemondb.net/sprites/sword-shield/icon/vulpix-alolan.png,Vulpix,50,65,65,299,Flying
76,75,73,0038,https://img.pokemondb.net/sprites/sword-shield/icon/ninetales.png,Ninetales,81,100,100,505,Poison
67,75,73,0038,https://img.pokemondb.net/sprites/sword-shield/icon/ninetales-alolan.png,Ninetales,81,100,109,505,Poison
45,20,115,0039,https://img.pokemondb.net/sprites/sword-shield/icon/jigglypuff.png,Jigglypuff,45,25,20,270,Electric
70,45,140,0040,https://img.pokemondb.net/sprites/sword-shield/icon/wigglytuff.png,Wigglytuff,85,50,45,435,Electric
45,35,40,0041,https://img.pokemondb.net/sprites/sword-shield/icon/zubat.png,Zubat,30,40,55,245,Electric
80,70,75,0042,https://img.pokemondb.net/sprites/sword-shield/icon/golbat.png,Golbat,65,75,90,455,Electric
50,55,45,0043,https://img.pokemondb.net/sprites/sword-shield/icon/oddish.png,Oddish,75,65,30,320,Psychic
65,70,60,0044,https://img.pokemondb.net/sprites/sword-shield/icon/gloom.png,Gloom,85,75,40,395,Ground
80,85,75,0045,https://img.pokemondb.net/sprites/sword-shield/icon/vileplume.png,Vileplume,110,90,50,490,Ice
70,55,35,0046,https://img.pokemondb.net/sprites/sword-shield/icon/paras.png,Paras,45,55,25,285,Steel
95,80,60,0047,https://img.pokemondb.net/sprites/sword-shield/icon/parasect.png,Parasect,60,80,30,405,Ground
55,50,60,0048,https://img.pokemondb.net/sprites/sword-shield/icon/venonat.png,Venonat,40,55,45,305,Ice
65,60,70,0049,https://img.pokemondb.net/sprites/sword-shield/icon/venomoth.png,Venomoth,90,75,90,450,Steel
55,25,10,0050,https://img.pokemondb.net/sprites/sword-shield/icon/diglett.png,Diglett,35,45,95,265,Poison
55,30,10,0050,https://img.pokemondb.net/sprites/sword-shield/icon/diglett-alolan.png,Diglett,35,45,90,265,Poison
100,50,35,0051,https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio.png,Dugtrio,50,70,120,425,Poison
100,60,35,0051,https://img.pokemondb.net/sprites/sword-shield/icon/dugtrio-alolan.png,Dugtrio,50,70,110,425,Ground
45,35,40,0052,https://img.pokemondb.net/sprites/sword-shield/icon/meowth.png,Meowth,40,40,90,290,Poison
35,35,40,0052,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-alolan.png,Meowth,50,40,90,290,Poison
65,55,50,0052,https://img.pokemondb.net/sprites/sword-shield/icon/meowth-galarian.png,Meowth,40,40,40,290,Poison
70,60,65,0053,https://img.pokemondb.net/sprites/sword-shield/icon/persian.png,Persian,65,65,115,440,Ground
60,60,65,0053,https://img.pokemondb.net/sprites/sword-shield/icon/persian-alolan.png,Persian,75,65,115,440,Fairy
52,48,50,0054,https://img.pokemondb.net/sprites/sword-shield/icon/psyduck.png,Psyduck,65,50,55,320,Fairy
82,78,80,0055,https://img.pokemondb.net/sprites/sword-shield/icon/golduck.png,Golduck,95,80,85,500,Fire
80,35,40,0056,https://img.pokemondb.net/sprites/sword-shield/icon/mankey.png,Mankey,35,45,70,305,Ice
105,60,65,0057,https://img.pokemondb.net/sprites/sword-shield/icon/primeape.png,Primeape,60,70,95,455,Fire
70,45,55,0058,https://img.pokemondb.net/sprites/sword-shield/icon/growlithe.png,Growlithe,70,50,60,350,Ice
75,45,60,0058,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png,Growlithe,65,50,55,350,Fairy
110,80,90,0059,https://img.pokemondb.net/sprites/sword-shield/icon/arcanine.png,Arcanine,100,80,95,555,Normal
115,80,95,0059,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png,Arcanine,95,80,90,555,Fairy
50,40,40,0060,https://img.pokemondb.net/sprites/sword-shield/icon/poliwag.png,Poliwag,40,40,90,300,Normal
65,65,65,0061,https://img.pokemondb.net/sprites/sword-shield/icon/poliwhirl.png,Poliwhirl,50,50,90,385,Fairy
95,95,90,0062,https://img.pokemondb.net/sprites/sword-shield/icon/poliwrath.png,Poliwrath,70,90,70,510,Poison
20,15,25,0063,https://img.pokemondb.net/sprites/sword-shield/icon/abra.png,Abra,105,55,90,310,Flying
35,30,40,0064,https://img.pokemondb.net/sprites/sword-shield/icon/kadabra.png,Kadabra,120,70,105,400,Poison
50,45,55,0065,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam.png,Alakazam,135,95,120,500,Flying
50,65,55,0065,https://img.pokemondb.net/sprites/sword-shield/icon/alakazam-mega.png,Alakazam,175,105,150,600,Grass
80,50,70,0066,https://img.pokemondb.net/sprites/sword-shield/icon/machop.png,Machop,35,35,35,305,Poison
100,70,80,0067,https://img.pokemondb.net/sprites/sword-shield/icon/machoke.png,Machoke,50,60,45,405,Grass
130,80,90,0068,https://img.pokemondb.net/sprites/sword-shield/icon/machamp.png,Machamp,65,85,55,505,Poison
75,35,50,0069,https://img.pokemondb.net/sprites/sword-shield/icon/bellsprout.png,Bellsprout,70,30,40,300,Grass
90,50,65,0070,https://img.pokemondb.net/sprites/sword-shield/icon/weepinbell.png,Weepinbell,85,45,55,390,Poison
105,65,80,0071,https://img.pokemondb.net/sprites/sword-shield/icon/victreebel.png,Victreebel,100,70,70,490,Bug
40,35,40,0072,https://img.pokemondb.net/sprites/sword-shield/icon/tentacool.png,Tentacool,50,100,70,335,Grass
70,65,80,0073,https://img.pokemondb.net/sprites/sword-shield/icon/tentacruel.png,Tentacruel,80,120,100,515,Bug
80,100,40,0074,https://img.pokemondb.net/sprites/sword-shield/icon/geodude.png,Geodude,30,30,20,300,Grass
80,100,40,0074,https://img.pokemondb.net/sprites/sword-shield/icon/geodude-alolan.png,Geodude,30,30,20,300,Bug
95,115,55,0075,https://img.pokemondb.net/sprites/sword-shield/icon/graveler.png,Graveler,45,45,35,390,Poison
95,115,55,0075,https://img.pokemondb.net/sprites/sword-shield/icon/graveler-alolan.png,Graveler,45,45,35,390,Bug
120,130,80,0076,https://img.pokemondb.net/sprites/sword-shield/icon/golem.png,Golem,55,65,45,495,Poison
120,130,80,0076,https://img.pokemondb.net/sprites/sword-shield/icon/golem-alolan.png,Golem,55,65,45,495,Ground
85,55,50,0077,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta.png,Ponyta,65,65,90,410,Ground
85,55,50,0077,https://img.pokemondb.net/sprites/sword-shield/icon/ponyta-galarian.png,Ponyta,65,65,90,410,Steel
100,70,65,0078,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash.png,Rapidash,80,80,105,500,Ground
100,70,65,0078,https://img.pokemondb.net/sprites/sword-shield/icon/rapidash-galarian.png,Rapidash,80,80,105,500,Ground
65,65,90,0079,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke.png,Slowpoke,40,40,15,315,Steel
65,65,90,0079,https://img.pokemondb.net/sprites/sword-shield/icon/slowpoke-galarian.png,Slowpoke,40,40,15,315,Normal
75,110,95,0080,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro.png,Slowbro,100,80,30,490,Dark
75,180,95,0080,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-mega.png,Slowbro,130,80,30,590,Steel
100,95,95,0080,https://img.pokemondb.net/sprites/sword-shield/icon/slowbro-galarian.png,Slowbro,100,70,30,490,Normal
35,70,25,0081,https://img.pokemondb.net/sprites/sword-shield/icon/magnemite.png,Magnemite,95,55,45,325,Dark
60,95,50,0082,https://img.pokemondb.net/sprites/sword-shield/icon/magneton.png,Magneton,120,70,70,465,Water
90,55,52,0083,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd.png,Farfetch'd,58,62,60,377,Water
95,55,52,0083,https://img.pokemondb.net/sprites/sword-shield/icon/farfetchd-galarian.png,Farfetch'd,58,62,55,377,Fighting
85,45,35,0084,https://img.pokemondb.net/sprites/sword-shield/icon/doduo.png,Doduo,35,35,75,310,Fighting
110,70,60,0085,https://img.pokemondb.net/sprites/sword-shield/icon/dodrio.png,Dodrio,60,60,110,470,Fire
45,55,65,0086,https://img.pokemondb.net/sprites/sword-shield/icon/seel.png,Seel,45,70,45,325,Fire
70,80,90,0087,https://img.pokemondb.net/sprites/sword-shield/icon/dewgong.png,Dewgong,70,95,70,475,Rock
80,50,80,0088,https://img.pokemondb.net/sprites/sword-shield/icon/grimer.png,Grimer,40,50,25,325,Fire
80,50,80,0088,https://img.pokemondb.net/sprites/sword-shield/icon/grimer-alolan.png,Grimer,40,50,25,325,Fire
105,75,105,0089,https://img.pokemondb.net/sprites/sword-shield/icon/muk.png,Muk,65,100,50,500,Rock
105,75,105,0089,https://img.pokemondb.net/sprites/sword-shield/icon/muk-alolan.png,Muk,65,100,50,500,Water
65,100,30,0090,https://img.pokemondb.net/sprites/sword-shield/icon/shellder.png,Shellder,45,25,40,305,Water
95,180,50,0091,https://img.pokemondb.net/sprites/sword-shield/icon/cloyster.png,Cloyster,85,45,70,525,Water
35,30,30,0092,https://img.pokemondb.net/sprites/sword-shield/icon/gastly.png,Gastly,100,35,80,310,Fighting
50,45,45,0093,https://img.pokemondb.net/sprites/sword-shield/icon/haunter.png,Haunter,115,55,95,405,Psychic
65,60,60,0094,https://img.pokemondb.net/sprites/sword-shield/icon/gengar.png,Gengar,130,75,110,500,Psychic
65,80,60,0094,https://img.pokemondb.net/sprites/sword-shield/icon/gengar-mega.png,Gengar,170,95,130,600,Psychic
45,160,35,0095,https://img.pokemondb.net/sprites/sword-shield/icon/onix.png,Onix,30,45,70,385,Psychic
48,45,60,0096,https://img.pokemondb.net/sprites/sword-shield/icon/drowzee.png,Drowzee,43,90,42,328,Fighting
73,70,85,0097,https://img.pokemondb.net/sprites/sword-shield/icon/hypno.png,Hypno,73,115,67,483,Fighting
105,90,30,0098,https://img.pokemondb.net/sprites/sword-shield/icon/krabby.png,Krabby,25,25,50,325,Fighting
130,115,55,0099,https://img.pokemondb.net/sprites/sword-shield/icon/kingler.png,Kingler,50,50,75,475,Grass
30,50,40,0100,https://img.pokemondb.net/sprites/sword-shield/icon/voltorb.png,Voltorb,55,55,100,330,Poison
30,50,40,0100,https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png,Voltorb,55,55,100,330,Grass
50,70,60,0101,https://img.pokemondb.net/sprites/sword-shield/icon/electrode.png,Electrode,80,80,150,490,Poison
50,70,60,0101,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png,Electrode,80,80,150,490,Grass
40,80,60,0102,https://img.pokemondb.net/sprites/sword-shield/icon/exeggcute.png,Exeggcute,60,45,40,325,Poison
95,85,95,0103,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor.png,Exeggutor,125,75,55,530,Water
105,85,95,0103,https://img.pokemondb.net/sprites/sword-shield/icon/exeggutor-alolan.png,Exeggutor,125,75,45,530,Poison
50,95,50,0104,https://img.pokemondb.net/sprites/sword-shield/icon/cubone.png,Cubone,40,50,35,320,Water
